transcript,ticker,event_date,sentiment_label,sentiment_index
NFLX_2022_Q1_20220419,NFLX,2022-04-19,positive,0.8365402944427207
NFLX_2022_Q2_20220719,NFLX,2022-07-19,positive,0.8174555193736545
NFLX_2022_Q3_20221018,NFLX,2022-10-18,positive,0.955233655132944
NFLX_2022_Q4_20230119,NFLX,2023-01-19,positive,0.9666741957371113
NFLX_2023_Q1_20230418,NFLX,2023-04-18,positive,0.959185588943559
NFLX_2023_Q2_20230719,NFLX,2023-07-19,positive,0.9064375163037995
NFLX_2023_Q3_20231018,NFLX,2023-10-18,positive,0.9661353472789079
NFLX_2023_Q4_20240123,NFLX,2024-01-23,positive,1.0
NFLX_2024_Q1_20240418,NFLX,2024-04-18,positive,0.9297581654505689
NFLX_2024_Q2_20240718,NFLX,2024-07-18,positive,0.9660206158299345
NFLX_2024_Q3_20241017,NFLX,2024-10-17,positive,0.9295833081214894
NFLX_2024_Q4_20250121,NFLX,2025-01-21,positive,0.953391427615077
NFLX_2025_Q1_20250417,NFLX,2025-04-17,positive,1.0
NVDA_2019_Q3_20191114,NVDA,2019-11-14,positive,0.657169910710993
NVDA_2019_Q4_20190214,NVDA,2019-02-14,positive,0.4465216796840381
NVDA_2020_Q1_20190516,NVDA,2019-05-16,positive,0.5154580210940318
NVDA_2020_Q2_20190816,NVDA,2019-08-16,positive,0.7394972693468954
NVDA_2020_Q3_20191114,NVDA,2019-11-14,positive,0.657169910710993
NVDA_2020_Q4_20200213,NVDA,2020-02-13,positive,0.7735797991772332
NVDA_2021_Q1_20200521,NVDA,2020-05-21,positive,0.8607964721654903
NVDA_2021_Q2_20200819,NVDA,2020-08-19,positive,0.631706810959084
NVDA_2021_Q3_20201120,NVDA,2020-11-20,positive,0.7547428996534888
NVDA_2021_Q4_20210224,NVDA,2021-02-24,positive,0.9028236819104067
NVDA_2022_Q1_20210526,NVDA,2021-05-26,positive,0.9190129939840521
NVDA_2022_Q2_20210818,NVDA,2021-08-18,positive,0.8535131531024511
NVDA_2022_Q3_20211117,NVDA,2021-11-17,positive,0.6931685866281914
NVDA_2022_Q4_20220216,NVDA,2022-02-16,positive,0.9321832423881931
NVDA_2023_Q1_20220525,NVDA,2022-05-25,positive,0.6088535145640512
NVDA_2023_Q2_20220824,NVDA,2022-08-24,positive,0.14160277173242677
NVDA_2023_Q3_20221116,NVDA,2022-11-16,positive,0.4202206139909848
NVDA_2023_Q4_20230222,NVDA,2023-02-22,positive,0.7673854774108062
NVDA_2024_Q1_20230524,NVDA,2023-05-24,positive,0.754650481091953
NVDA_2024_Q2_20230822,NVDA,2023-08-22,positive,0.886572785439847
NVDA_2024_Q3_20231121,NVDA,2023-11-21,positive,0.8593539390957334
NVDA_2024_Q4_20240221,NVDA,2024-02-21,positive,0.9367695359963238
NVDA_2025_Q1_20240522,NVDA,2024-05-22,positive,0.7653784115365077
NVDA_2025_Q2_20240828,NVDA,2024-08-28,positive,0.8824305513619337
NVDA_2025_Q3_20241120,NVDA,2024-11-20,positive,0.8414251698971613
NVDA_2025_Q4_20250227,NVDA,2025-02-27,positive,0.8772457963915417
TSLA_2018_Q1_20180502,TSLA,2018-05-02,positive,0.3263080192365817
TSLA_2018_Q2_20180801,TSLA,2018-08-01,positive,0.6719596435837142
TSLA_2018_Q3_20181025,TSLA,2018-10-25,positive,0.729170290153869
TSLA_2018_Q4_20190130,TSLA,2019-01-30,positive,0.6816378750312831
TSLA_2019_Q1_20190424,TSLA,2019-04-24,positive,0.516122968643396
TSLA_2019_Q2_20190624,TSLA,2019-06-24,positive,0.5740441815145942
TSLA_2019_Q3_20191023,TSLA,2019-10-23,positive,0.7067295016563683
TSLA_2019_Q4_20200129,TSLA,2020-01-29,positive,0.6926415822866604
TSLA_2020_Q1_20200430,TSLA,2020-04-30,positive,0.7849689212919525
TSLA_2020_Q2_20200722,TSLA,2020-07-22,positive,0.5249323906558091
TSLA_2020_Q3_20211021,TSLA,2021-10-21,positive,0.6181355074696601
TSLA_2020_Q4_20220127,TSLA,2022-01-27,positive,0.7405960291273527
TSLA_2021_Q1_20210426,TSLA,2021-04-26,positive,0.3440987312253166
TSLA_2021_Q2_20210726,TSLA,2021-07-26,neutral,0.0
TSLA_2021_Q3_20211020,TSLA,2021-10-20,positive,0.42571472998167703
TSLA_2021_Q4_20220126,TSLA,2022-01-26,positive,0.4933567558740752
TSLA_2022_Q1_20220420,TSLA,2022-04-20,positive,0.4725890744669094
TSLA_2022_Q2_20220720,TSLA,2022-07-20,positive,0.28537908966061504
TSLA_2022_Q3_20221019,TSLA,2022-10-19,positive,0.4492665620303472
TSLA_2022_Q4_20230125,TSLA,2023-01-25,positive,0.48736506477290903
TSLA_2023_Q1_20230419,TSLA,2023-04-19,positive,0.5699711112352908
TSLA_2023_Q2_20230719,TSLA,2023-07-19,positive,0.6111309369245926
TSLA_2023_Q3_20231018,TSLA,2023-10-18,positive,0.2597550978058076
TSLA_2023_Q4_20240124,TSLA,2024-01-24,positive,0.6345027560162301
TSLA_2024_Q1_20240423,TSLA,2024-04-23,positive,0.8393326088420349
TSLA_2024_Q2_20240723,TSLA,2024-07-23,positive,0.613173660152232
TSLA_2024_Q3_20241023,TSLA,2024-10-23,positive,0.5751130029646939
TSLA_2024_Q4_20250129,TSLA,2025-01-29,positive,0.2073489897023805
