transcript,ticker,event_date,sentiment_index,close_before,close_after,close_before_date,close_after_date,price_change_pct,price_up
AAPL_2023_Q1_20230202,AAPL,2023-02-02,0.6229577645525278,145.42999267578125,154.5,2023-02-01,2023-02-03,0.06236682789663096,1
AAPL_2023_Q2_20230504,AAPL,2023-05-04,0.7993230723805316,167.4499969482422,173.57000732421875,2023-05-03,2023-05-05,0.03654828598096793,1
AAPL_2023_Q3_20230804,AAPL,2023-08-04,0.8432026249885847,191.1699981689453,178.85000610351562,2023-08-03,2023-08-07,-0.06444521725915366,0
AAPL_2023_Q4_20231104,AAPL,2023-11-04,0.7820751724955913,176.64999389648438,179.22999572753906,2023-11-03,2023-11-06,0.014605162299448195,1
AAPL_2024_Q1_20240201,AAPL,2024-02-01,0.7594941102609345,184.39999389648438,185.85000610351562,2024-01-31,2024-02-02,0.007863407022915823,1
AAPL_2024_Q2_20240502,AAPL,2024-05-02,0.7608310473537233,169.3000030517578,183.3800048828125,2024-05-01,2024-05-03,0.08316598687095238,1
AAPL_2024_Q3_20240802,AAPL,2024-08-02,0.8785314956689583,218.36000061035156,209.27000427246094,2024-08-01,2024-08-05,-0.04162848650156903,0
AAPL_2024_Q4_20241101,AAPL,2024-11-01,0.9034585818310464,225.91000366210938,222.00999450683594,2024-10-31,2024-11-04,-0.017263552264408042,0
AAPL_2025_Q1_20250130,AAPL,2025-01-30,0.884562515546037,239.36000061035156,236.0,2025-01-29,2025-01-31,-0.014037435669217044,0
AAPL_2025_Q2_20250501,AAPL,2025-05-01,0.8188879153783095,212.5,205.35000610351562,2025-04-30,2025-05-02,-0.03364703010110294,0
COIN_2021_Q3_20211109,COIN,2021-11-09,0.8127638242566608,353.9200134277344,328.6000061035156,2021-11-08,2021-11-10,-0.07154160930034195,0
COIN_2021_Q4_20220224,COIN,2022-02-24,0.7259824218138303,172.74000549316406,176.8300018310547,2022-02-23,2022-02-25,0.023677180779367757,1
COIN_2022_Q1_20220510,COIN,2022-05-10,0.6522129369325891,83.51000213623047,53.720001220703125,2022-05-09,2022-05-11,-0.3567237474971046,0
COIN_2022_Q2_20220809,COIN,2022-08-09,0.4785177616221799,98.0199966430664,94.13999938964844,2022-08-08,2022-08-10,-0.03958373175166219,0
COIN_2022_Q3_20221027,COIN,2022-10-27,0.5967115529041074,73.80999755859375,72.06999969482422,2022-10-26,2022-10-28,-0.023574013295261816,0
COIN_2022_Q4_20230221,COIN,2023-02-21,0.5712666083584567,65.19999694824219,61.18000030517578,2023-02-17,2023-02-22,-0.06165639311697524,0
COIN_2023_Q1_20230427,COIN,2023-04-27,0.7854828335313971,53.88999938964844,53.790000915527344,2023-04-26,2023-04-28,-0.0018556035489638945,0
COIN_2023_Q2_20230803,COIN,2023-08-03,0.6503202371243184,90.43000030517578,87.30999755859375,2023-08-02,2023-08-04,-0.03450185487175606,0
COIN_2023_Q3_20231102,COIN,2023-11-02,0.6244417222586672,77.80999755859375,85.80000305175781,2023-11-01,2023-11-03,0.10268610389233464,1
COIN_2023_Q4_20240215,COIN,2024-02-15,0.8369511600083911,160.3800048828125,180.30999755859375,2024-02-14,2024-02-16,0.1242673155568478,1
COIN_2024_Q1_20240503,COIN,2024-05-03,0.9178487345464726,228.85000610351562,226.92999267578125,2024-05-02,2024-05-06,-0.008389833412833277,0
COIN_2024_Q2_20240801,COIN,2024-08-01,0.7198034312164838,224.36000061035156,204.44000244140625,2024-07-31,2024-08-02,-0.08878587143320876,0
COIN_2024_Q3_20241030,COIN,2024-10-30,0.7143186151245157,219.66000366210938,179.25,2024-10-29,2024-10-31,-0.18396614307750722,0
MMM_2018_Q4_20190129,MMM,2019-01-29,0.49983955286564236,161.53846740722656,166.61370849609375,2019-01-28,2019-01-30,0.03141815798012296,1
MMM_2019_Q1_20190425,MMM,2019-04-25,0.050242813974795165,183.17726135253906,160.2592010498047,2019-04-24,2019-04-26,-0.12511411150877927,0
MMM_2019_Q2_20190725,MMM,2019-07-25,0.38936716048623,150.0167236328125,145.46823120117188,2019-07-24,2019-07-26,-0.030319902484830387,0
MMM_2019_Q4_20200128,MMM,2020-01-28,0.5925381323307517,146.8478240966797,135.45150756835938,2020-01-27,2020-01-29,-0.07760630161477476,0
MMM_2020_Q1_20200428,MMM,2020-04-28,0.4859365077399343,128.4698944091797,130.6521759033203,2020-04-27,2020-04-29,0.01698671509131942,1
MMM_2020_Q2_20200728,MMM,2020-07-28,0.44565210540786254,136.48829650878906,130.64381408691406,2020-07-27,2020-07-29,-0.04282039245393211,0
MMM_2020_Q3_20201027,MMM,2020-10-27,0.37080535365471146,138.9297637939453,132.5501708984375,2020-10-26,2020-10-28,-0.045919554754082444,0
MMM_2020_Q4_20210126,MMM,2021-01-26,0.7377645317441819,142.466552734375,156.06187438964844,2021-01-25,2021-01-27,0.09542816467681045,1
MMM_2021_Q1_20210427,MMM,2021-04-27,0.63128151029935,166.9147186279297,163.82107543945312,2021-04-26,2021-04-28,-0.01853427435223742,0
MMM_2021_Q2_20210727,MMM,2021-07-27,0.42452905603059377,168.6204071044922,165.78594970703125,2021-07-26,2021-07-28,-0.016809693714619347,0
MMM_2021_Q3_20211026,MMM,2021-10-26,0.454824275635917,152.50836181640625,149.0301055908203,2021-10-25,2021-10-27,-0.022806987001625246,0
MMM_2021_Q4_20220125,MMM,2022-01-25,0.5081363668543947,144.48159790039062,141.55519104003906,2022-01-24,2022-01-26,-0.020254530008514328,0
MMM_2022_Q1_20220426,MMM,2022-04-26,0.3127449375604636,124.24748992919922,120.57691955566406,2022-04-25,2022-04-27,-0.029542410680704956,0
MMM_2022_Q2_20220726,MMM,2022-07-26,0.47599905578895546,112.14046478271484,116.10367584228516,2022-07-25,2022-07-27,0.035341489508265315,1
MMM_2022_Q3_20221025,MMM,2022-10-25,0.4830683540812788,98.97993469238281,102.59197235107422,2022-10-24,2022-10-26,0.036492625196381114,1
MMM_2022_Q4_20230124,MMM,2023-01-24,0.18745122972342868,102.52508544921875,94.42308044433594,2023-01-23,2023-01-25,-0.07902461109282158,0
MMM_2023_Q1_20230425,MMM,2023-04-25,0.22166218777789307,87.84281158447266,86.05351257324219,2023-04-24,2023-04-26,-0.02036932765420216,0
MMM_2023_Q2_20230725,MMM,2023-07-25,0.27120563067098497,87.1822738647461,94.18060302734375,2023-07-24,2023-07-26,0.08027238625887195,1
MMM_2023_Q3_20231024,MMM,2023-10-24,0.45135187077532013,71.57190704345703,74.74080657958984,2023-10-23,2023-10-25,0.04427574542912095,1
MMM_2023_Q4_20241023,MMM,2024-10-23,0.504662854196191,131.72999572753906,126.47000122070312,2024-10-22,2024-10-24,-0.039930119771015064,0
MMM_2024_Q1_20240430,MMM,2024-04-30,0.5792220608771075,92.16000366210938,98.44000244140625,2024-04-29,2024-05-01,0.06814234515790098,1
MMM_2024_Q2_20240726,MMM,2024-07-26,0.600565868129478,103.38999938964844,125.16000366210938,2024-07-25,2024-07-29,0.21056199246520726,1
MMM_2024_Q3_20241022,MMM,2024-10-22,0.752967639710361,134.83999633789062,127.91000366210938,2024-10-21,2024-10-23,-0.05139419210911007,0
MMM_2024_Q4_20250121,MMM,2025-01-21,0.7636547885150309,141.02999877929688,149.1199951171875,2025-01-17,2025-01-22,0.05736365601584499,1
MMM_2025_Q1_20250422,MMM,2025-04-22,0.7190178062391172,126.08999633789062,136.05999755859375,2025-04-21,2025-04-23,0.07907051717240073,1
NFLX_2018_Q4_20190117,NFLX,2019-01-17,1.0,351.3900146484375,339.1000061035156,2019-01-16,2019-01-18,-0.03497540633651163,0
NFLX_2019_Q1_20190416,NFLX,2019-04-16,1.0,348.8699951171875,354.739990234375,2019-04-15,2019-04-17,0.016825737952086518,1
NFLX_2019_Q2_20190717,NFLX,2019-07-17,0.9487451011037098,365.989990234375,325.2099914550781,2019-07-16,2019-07-18,-0.11142380903144898,0
NFLX_2019_Q3_20191016,NFLX,2019-10-16,0.8482609754763494,284.25,293.3500061035156,2019-10-15,2019-10-17,0.0320140935919635,1
NFLX_2019_Q4_20200121,NFLX,2020-01-21,0.915356433317091,339.6700134277344,326.0,2020-01-17,2020-01-22,-0.040244981562503175,0
NFLX_2020_Q1_20200421,NFLX,2020-04-21,0.7792243475786883,437.489990234375,421.4200134277344,2020-04-20,2020-04-22,-0.03673221597145917,0
NFLX_2020_Q2_20200716,NFLX,2020-07-16,0.8946688534963769,523.260009765625,492.989990234375,2020-07-15,2020-07-17,-0.05784890678882251,0
NFLX_2020_Q3_20201020,NFLX,2020-10-20,0.8823278263749365,530.719970703125,489.04998779296875,2020-10-19,2020-10-21,-0.0785159504266435,0
NFLX_2020_Q4_20210119,NFLX,2021-01-19,0.912820114969804,497.9800109863281,586.3400268554688,2021-01-15,2021-01-20,0.1774368728056567,1
NFLX_2021_Q1_20210420,NFLX,2021-04-20,0.742924772408199,554.4400024414062,508.8999938964844,2021-04-19,2021-04-21,-0.08213694600748904,0
NFLX_2021_Q2_20210720,NFLX,2021-07-20,0.8651319131355723,532.280029296875,513.6300048828125,2021-07-19,2021-07-21,-0.03503799388960467,0
NFLX_2021_Q3_20211019,NFLX,2021-10-19,0.9324807422036742,637.969970703125,625.1400146484375,2021-10-18,2021-10-20,-0.020110595551303515,0
NFLX_2021_Q4_20220120,NFLX,2022-01-20,0.7156151224132195,515.8599853515625,397.5,2022-01-19,2022-01-21,-0.22944207481202342,0
NFLX_2022_Q1_20220419,NFLX,2022-04-19,0.8365402944427207,337.8599853515625,226.19000244140625,2022-04-18,2022-04-20,-0.3305214815360786,0
NFLX_2022_Q2_20220719,NFLX,2022-07-19,0.8174555193736545,190.9199981689453,216.44000244140625,2022-07-18,2022-07-20,0.13366857593345596,1
NFLX_2022_Q3_20221018,NFLX,2022-10-18,0.955233655132944,245.10000610351562,272.3800048828125,2022-10-17,2022-10-19,0.1113015018358483,1
NFLX_2022_Q4_20230119,NFLX,2023-01-19,0.9666741957371113,326.3299865722656,342.5,2023-01-18,2023-01-20,0.04955111112399575,1
NFLX_2023_Q1_20230418,NFLX,2023-04-18,0.959185588943559,332.7200012207031,323.1199951171875,2023-04-17,2023-04-19,-0.02885310792346281,0
NFLX_2023_Q2_20230719,NFLX,2023-07-19,0.9064375163037995,474.79998779296875,437.4200134277344,2023-07-18,2023-07-20,-0.07872783345886163,0
NFLX_2023_Q3_20231018,NFLX,2023-10-18,0.9661353472789079,355.7200012207031,401.7699890136719,2023-10-17,2023-10-19,0.12945571695418237,1
NFLX_2023_Q4_20240123,NFLX,2024-01-23,1.0,485.7099914550781,544.8699951171875,2024-01-22,2024-01-24,0.12180108439787142,1
NFLX_2024_Q1_20240418,NFLX,2024-04-18,0.9297581654505689,613.6900024414062,555.0399780273438,2024-04-17,2024-04-19,-0.09556946370437618,0
NFLX_2024_Q2_20240718,NFLX,2024-07-18,0.9660206158299345,647.4600219726562,633.3400268554688,2024-07-17,2024-07-19,-0.021808288756064418,0
NFLX_2024_Q3_20241017,NFLX,2024-10-17,0.9295833081214894,702.0,763.8900146484375,2024-10-16,2024-10-18,0.08816241402911325,1
NFLX_2024_Q4_20250121,NFLX,2025-01-21,0.953391427615077,858.0999755859375,953.989990234375,2025-01-17,2025-01-22,0.11174690289783636,1
NVDA_2019_Q3_20191114,NVDA,2019-11-14,0.657169910710993,5.214250087738037,5.104750156402588,2019-11-13,2019-11-15,-0.021000130314606895,0
NVDA_2019_Q4_20190214,NVDA,2019-02-14,0.4465216796840381,3.822000026702881,3.933500051498413,2019-02-13,2019-02-15,0.029173214028394394,1
NVDA_2020_Q1_20190516,NVDA,2019-05-16,0.5154580210940318,3.989500045776367,3.913249969482422,2019-05-15,2019-05-17,-0.01911268966512992,0
NVDA_2020_Q2_20190816,NVDA,2019-08-16,0.7394972693468954,3.719249963760376,4.269499778747559,2019-08-15,2019-08-19,0.14794644628586576,1
NVDA_2020_Q3_20191114,NVDA,2019-11-14,0.657169910710993,5.214250087738037,5.104750156402588,2019-11-13,2019-11-15,-0.021000130314606895,0
NVDA_2020_Q4_20200213,NVDA,2020-02-13,0.7735797991772332,6.813499927520752,7.244750022888184,2020-02-12,2020-02-14,0.06329347618036181,1
NVDA_2021_Q1_20200521,NVDA,2020-05-21,0.8607964721654903,8.970000267028809,9.026249885559082,2020-05-20,2020-05-22,0.006270860296072807,1
NVDA_2021_Q2_20200819,NVDA,2020-08-19,0.631706810959084,12.260749816894531,12.140999794006348,2020-08-18,2020-08-20,-0.009766941229253019,0
NVDA_2021_Q3_20201120,NVDA,2020-11-20,0.7547428996534888,13.440250396728516,13.140000343322754,2020-11-19,2020-11-23,-0.022339617532635064,0
NVDA_2021_Q4_20210224,NVDA,2021-02-24,0.9028236819104067,14.142000198364258,13.307499885559082,2021-02-23,2021-02-25,-0.05900864807664893,0
NVDA_2022_Q1_20210526,NVDA,2021-05-26,0.9190129939840521,15.647749900817871,15.48799991607666,2021-05-25,2021-05-27,-0.01020913458828104,0
NVDA_2022_Q2_20210818,NVDA,2021-08-18,0.8535131531024511,19.45800018310547,19.79800033569336,2021-08-17,2021-08-19,0.017473540414656687,1
NVDA_2022_Q3_20211117,NVDA,2021-11-17,0.6931685866281914,30.202999114990234,31.674999237060547,2021-11-16,2021-11-18,0.04873688591209259,1
NVDA_2022_Q4_20220216,NVDA,2022-02-16,0.9321832423881931,26.4950008392334,24.506999969482422,2022-02-15,2022-02-17,-0.0750330555493765,0
NVDA_2023_Q1_20220525,NVDA,2022-05-25,0.6088535145640512,16.15399932861328,17.85099983215332,2022-05-24,2022-05-26,0.1050514160003816,1
NVDA_2023_Q2_20220824,NVDA,2022-08-24,0.14160277173242677,17.180999755859375,17.913000106811523,2022-08-23,2022-08-25,0.042605224454561115,1
NVDA_2023_Q3_20221116,NVDA,2022-11-16,0.4202206139909848,16.666000366210938,15.677000045776367,2022-11-15,2022-11-17,-0.05934239161782896,0
NVDA_2023_Q4_20230222,NVDA,2023-02-22,0.7673854774108062,20.655000686645508,23.663999557495117,2023-02-21,2023-02-23,0.14567895283562385,1
NVDA_2024_Q1_20230524,NVDA,2023-05-24,0.754650481091953,30.687999725341797,37.97999954223633,2023-05-23,2023-05-25,0.23761730585760146,1
NVDA_2024_Q2_20230822,NVDA,2023-08-22,0.886572785439847,46.96699905395508,47.11600112915039,2023-08-21,2023-08-23,0.0031724844720042865,1
NVDA_2024_Q3_20231121,NVDA,2023-11-21,0.8593539390957334,50.409000396728516,48.715999603271484,2023-11-20,2023-11-22,-0.033585287947247314,0
NVDA_2024_Q4_20240221,NVDA,2024-02-21,0.9367695359963238,69.4520034790039,78.53800201416016,2024-02-20,2024-02-22,0.13082413868597823,1
NVDA_2025_Q1_20240522,NVDA,2024-05-22,0.7653784115365077,95.38600158691406,103.79900360107422,2024-05-21,2024-05-23,0.08819954578444485,1
NVDA_2025_Q2_20240828,NVDA,2024-08-28,0.8824305513619337,128.3000030517578,117.58999633789062,2024-08-27,2024-08-29,-0.08347627793544664,0
NVDA_2025_Q3_20241120,NVDA,2024-11-20,0.8414251698971613,147.00999450683594,146.6699981689453,2024-11-19,2024-11-21,-0.0023127430147262215,0
NVDA_2025_Q4_20250227,NVDA,2025-02-27,0.8772457963915417,131.27999877929688,124.91999816894531,2025-02-26,2025-02-28,-0.04844607456954477,0
TSLA_2018_Q1_20180502,TSLA,2018-05-02,0.3263080192365817,19.994667053222656,18.963333129882812,2018-05-01,2018-05-03,-0.05158044995671072,0
TSLA_2018_Q2_20180801,TSLA,2018-08-01,0.6719596435837142,19.875999450683594,23.30266761779785,2018-07-31,2018-08-02,0.1724023073967435,1
TSLA_2018_Q3_20181025,TSLA,2018-10-25,0.729170290153869,19.233333587646484,22.059999465942383,2018-10-24,2018-10-26,0.14696702812410314,1
TSLA_2018_Q4_20190130,TSLA,2019-01-30,0.6816378750312831,19.83066749572754,20.468000411987305,2019-01-29,2019-01-31,0.032138752585967024,1
TSLA_2019_Q1_20190424,TSLA,2019-04-24,0.516122968643396,17.593332290649414,16.5086669921875,2019-04-23,2019-04-25,-0.06165206684798405,0
TSLA_2019_Q2_20190624,TSLA,2019-06-24,0.5740441815145942,14.790666580200195,14.650667190551758,2019-06-21,2019-06-25,-0.009465387438038143,0
TSLA_2019_Q3_20191023,TSLA,2019-10-23,0.7067295016563683,17.038667678833008,19.978666305541992,2019-10-22,2019-10-24,0.17254862188323092,1
TSLA_2019_Q4_20200129,TSLA,2020-01-29,0.6926415822866604,37.793331146240234,42.72066879272461,2020-01-28,2020-01-30,0.130375849311038,1
TSLA_2020_Q1_20200430,TSLA,2020-04-30,0.7849689212919525,53.367332458496094,46.75466537475586,2020-04-29,2020-05-01,-0.12390851817229055,0
TSLA_2020_Q2_20200722,TSLA,2020-07-22,0.5249323906558091,104.55733489990234,100.87133026123047,2020-07-21,2020-07-23,-0.03525342953892867,0
TSLA_2020_Q3_20211021,TSLA,2021-10-21,0.6181355074696601,288.6000061035156,303.2266540527344,2021-10-20,2021-10-22,0.050681384753583254,1
TSLA_2020_Q4_20220127,TSLA,2022-01-27,0.7405960291273527,312.4700012207031,282.1166687011719,2022-01-26,2022-01-28,-0.09713998912200263,0
TSLA_2021_Q1_20210426,TSLA,2021-04-26,0.3440987312253166,243.13333129882812,234.913330078125,2021-04-23,2021-04-27,-0.03380861511990785,0
TSLA_2021_Q2_20210726,TSLA,2021-07-26,0.0,214.4600067138672,214.92666625976562,2021-07-23,2021-07-27,0.002175974686604646,1
TSLA_2021_Q3_20211020,TSLA,2021-10-20,0.42571472998167703,288.0899963378906,298.0,2021-10-19,2021-10-21,0.03439898569225667,1
TSLA_2021_Q4_20220126,TSLA,2022-01-26,0.4933567558740752,306.1333312988281,276.3666687011719,2022-01-25,2022-01-27,-0.09723430791206432,0
TSLA_2022_Q1_20220420,TSLA,2022-04-20,0.4725890744669094,342.7166748046875,336.260009765625,2022-04-19,2022-04-21,-0.018839658276744546,0
TSLA_2022_Q2_20220720,TSLA,2022-07-20,0.28537908966061504,245.52999877929688,271.7066650390625,2022-07-19,2022-07-21,0.10661290428830827,1
TSLA_2022_Q3_20221019,TSLA,2022-10-19,0.4492665620303472,220.19000244140625,207.27999877929688,2022-10-18,2022-10-20,-0.05863119814236251,0
TSLA_2022_Q4_20230125,TSLA,2023-01-25,0.48736506477290903,143.88999938964844,160.27000427246094,2023-01-24,2023-01-26,0.11383699320517816,1
TSLA_2023_Q1_20230419,TSLA,2023-04-19,0.5699711112352908,184.30999755859375,162.99000549316406,2023-04-18,2023-04-20,-0.11567463701285047,0
TSLA_2023_Q2_20230719,TSLA,2023-07-19,0.6111309369245926,293.3399963378906,262.8999938964844,2023-07-18,2023-07-20,-0.10377037847352807,0
TSLA_2023_Q3_20231018,TSLA,2023-10-18,0.2597550978058076,254.85000610351562,220.11000061035156,2023-10-17,2023-10-19,-0.13631549798375628,0
TSLA_2023_Q4_20240124,TSLA,2024-01-24,0.6345027560162301,209.13999938964844,182.6300048828125,2024-01-23,2024-01-25,-0.12675717024099825,0
TSLA_2024_Q1_20240423,TSLA,2024-04-23,0.8393326088420349,142.0500030517578,162.1300048828125,2024-04-22,2024-04-24,0.14135868637565796,1
TSLA_2024_Q2_20240723,TSLA,2024-07-23,0.613173660152232,251.50999450683594,215.99000549316406,2024-07-22,2024-07-24,-0.14122694838954583,0
TSLA_2024_Q3_20241023,TSLA,2024-10-23,0.5751130029646939,217.97000122070312,260.4800109863281,2024-10-22,2024-10-24,0.19502688226616083,1
TSLA_2024_Q4_20250129,TSLA,2025-01-29,0.2073489897023805,398.0899963378906,400.2799987792969,2025-01-28,2025-01-30,0.005501274740768469,1
